"","cmplnt_num","cmplnt_fr_dt","cmplnt_fr_tm","addr_pct_cd","rpt_dt","ky_cd","ofns_desc","pd_cd","pd_desc","crm_atpt_cptd_cd","law_cat_cd","boro_nm","loc_of_occur_desc","prem_typ_desc","juris_desc","jurisdiction_code","housing_psa","x_coord_cd","y_coord_cd","susp_age_group","susp_race","susp_sex","latitude","longitude","lat_lon.latitude","lat_lon.longitude","patrol_boro","vic_age_group","vic_race","vic_sex","cmplnt_to_dt","cmplnt_to_tm","parks_nm","hadevelopt","transit_district","station_name"
"8341","636966286",2017-02-22,"21:30:00","90",2017-02-27,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BROOKLYN","OPPOSITE OF","PARKING LOT/GARAGE (PUBLIC)","N.Y. POLICE DEPT","0","NA","998016","196598",NA,NA,NA,"40.706290365","-73.950350331","40.706290365","-73.950350331","PATROL BORO BKLYN NORTH","25-44","WHITE","M",2017-02-23,"09:00:00",NA,NA,NA,NA
"8342","663805080",2016-06-03,"19:30:00","75",2016-06-04,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BROOKLYN","OPPOSITE OF","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","390","1021153","182357",NA,NA,NA,"40.667135877","-73.866978042","40.667135877","-73.866978042","PATROL BORO BKLYN NORTH","45-64","WHITE HISPANIC","M",2016-06-04,"16:30:00",NA,"PINK",NA,NA
"8343","113614468",2012-11-21,"19:00:00","19",2012-11-21,"109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","SHOE","N.Y. POLICE DEPT","0","NA","992855","217094",NA,"UNKNOWN","U","40.762553366","-73.968938778","40.762553366","-73.968938778","PATROL BORO MAN NORTH","18-24","ASIAN / PACIFIC ISLANDER","F",NA,NA,"NA",NA,NA,NA
"8344","112816858",2017-12-21,"16:59:00","113",2017-12-21,"236","DANGEROUS WEAPONS","782","WEAPONS, POSSESSION, ETC","COMPLETED","MISDEMEANOR","QUEENS",NA,"AIRPORT TERMINAL","PORT AUTHORITY","3","NA","1046367","186986","<18","WHITE","M","40.679700408","-73.776047368","40.679700408","-73.776047368","PATROL BORO QUEENS SOUTH","UNKNOWN","UNKNOWN","E",NA,NA,NA,NA,NA,NA
"8345","223545131",2017-07-26,"02:00:00","73",2017-08-26,"106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1008275","180140","45-64","BLACK","F","40.661095016","-73.913406937","40.661095016","-73.913406937","PATROL BORO BKLYN NORTH","45-64","BLACK","M",2017-07-26,"02:30:00",NA,NA,NA,NA
"8346","514052953",2017-08-13,"21:40:00","120",2017-08-13,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","STATEN ISLAND","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","960810","165312","UNKNOWN","WHITE","F","40.620396907","-74.08443589","40.620396907","-74.08443589","PATROL BORO STATEN ISLAND","18-24","WHITE HISPANIC","M",2017-08-13,"21:45:00",NA,NA,NA,NA
"8347","989205425",2014-06-08,"10:00:00","5",2014-06-09,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","985827","198659",NA,NA,NA,"40.711957889","-73.99431305","40.711957889","-73.99431305","PATROL BORO MAN SOUTH",NA,"UNKNOWN","D",2014-06-08,"10:05:00",NA,NA,NA,NA
"8348","113824157",2012-09-01,"21:30:00","14",2012-10-11,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","987472","214939",NA,NA,NA,"40.756642042","-73.988371577","40.756642042","-73.988371577","PATROL BORO MAN SOUTH",NA,"UNKNOWN","F",NA,NA,"NA",NA,NA,NA
"8349","620845076",2013-09-17,"18:00:00","75",2013-09-18,"341","PETIT LARCENY","321","LARCENY,PETIT FROM AUTO","COMPLETED","MISDEMEANOR","BROOKLYN","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","NA","1017749","180248",NA,NA,NA,"40.661360679","-73.879258826","40.661360679","-73.879258826","PATROL BORO BKLYN NORTH",NA,"BLACK","F",2013-09-18,"10:00:00","NA",NA,NA,NA
"8350","114288046",2015-05-17,"08:48:00","120",2015-05-17,"359","OFFENSES AGAINST PUBLIC ADMINI","749","VIOLATION OF ORDER OF PROTECTI","COMPLETED","MISDEMEANOR","STATEN ISLAND","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","966749","159920","45-64","WHITE HISPANIC","F","40.605610703","-74.06302874","40.605610703","-74.06302874","PATROL BORO STATEN ISLAND","45-64","WHITE","M",NA,NA,NA,NA,NA,NA
"8351","283128275",2012-04-14,"12:30:00","115",2012-04-15,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1020414","213600","25-44","WHITE HISPANIC","M","40.752893464","-73.869474086","40.752893464","-73.869474086","PATROL BORO QUEENS NORTH","18-24","WHITE HISPANIC","F",2012-04-14,"12:30:00","NA",NA,NA,NA
"8352","697836873",2017-08-19,"10:30:00","103",2017-08-19,"106","FELONY ASSAULT","109","ASSAULT 2,1,UNCLASSIFIED","COMPLETED","FELONY","QUEENS","INSIDE","HOTEL/MOTEL","N.Y. POLICE DEPT","0","NA","1039476","196580","25-44","WHITE HISPANIC","M","40.70607933","-73.800813152","40.70607933","-73.800813152","PATROL BORO QUEENS SOUTH","25-44","BLACK","F",2017-08-19,"12:15:00",NA,NA,NA,NA
"8353","963551090",2013-01-23,"22:35:00","6",2013-01-23,"352","CRIMINAL TRESPASS","205","TRESPASS 2, CRIMINAL","COMPLETED","MISDEMEANOR","MANHATTAN","FRONT OF","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","986576","206786",NA,NA,NA,"40.734264376","-73.991608525","40.734264376","-73.991608525","PATROL BORO MAN SOUTH","65+","WHITE","F",2013-01-23,"22:40:00","NA",NA,NA,NA
"8354","315420991",2015-08-26,"14:00:00","69",2015-08-31,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","1011018","174979","45-64","WHITE","M","40.646921337","-73.903540696","40.646921337","-73.903540696","PATROL BORO BKLYN SOUTH","65+","WHITE","F",2015-08-26,"15:00:00",NA,NA,NA,NA
"8355","140138411",2013-11-15,"07:15:00","50",2013-11-15,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1012390","261428",NA,NA,NA,"40.884196956","-73.898234678","40.884196956","-73.898234678","PATROL BORO BRONX",NA,"UNKNOWN","F",NA,NA,"NA",NA,NA,NA
"8356","453331052",2012-10-24,"11:54:00","48",2012-10-24,"109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","BRONX",NA,"STREET","N.Y. POLICE DEPT","0","NA","1015560","251320",NA,NA,NA,"40.856442927","-73.886817789","40.856442927","-73.886817789","PATROL BORO BRONX","65+","BLACK HISPANIC","F",2012-10-24,"11:54:00","NA",NA,NA,NA
"8357","309183061",2017-06-10,"10:40:00","61",2017-06-10,"109","GRAND LARCENY","433","LARCENY,GRAND FROM STORE-SHOPL","COMPLETED","FELONY","BROOKLYN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT","0","NA","996453","161424","45-64","BLACK","M","40.609747758","-73.956051394","40.609747758","-73.956051394","PATROL BORO BKLYN SOUTH","UNKNOWN","UNKNOWN","D",2017-06-10,"10:45:00",NA,NA,NA,NA
"8358","306712158",2013-10-16,"18:05:00","14",2013-10-16,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","DEPARTMENT STORE","N.Y. POLICE DEPT","0","NA","987220","212676",NA,NA,NA,"40.750430768","-73.989282176","40.750430768","-73.989282176","PATROL BORO MAN SOUTH",NA,"UNKNOWN","D",2013-10-16,"20:13:00","NA",NA,NA,NA
"8359","922953579",2017-08-11,"17:03:00","52",2017-08-11,"235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX",NA,"RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1014193","256083","25-44","WHITE HISPANIC","M","40.869520657","-73.891738122","40.869520657","-73.891738122","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",2017-08-11,"17:05:00",NA,NA,NA,NA
"8360","338806844",2015-11-19,"18:49:00","42",2015-11-19,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BRONX","INSIDE","BEAUTY & NAIL SALON","N.Y. POLICE DEPT","0","NA","1009354","239590","25-44","BLACK","M","40.824267332","-73.909295973","40.824267332","-73.909295973","PATROL BORO BRONX","UNKNOWN","UNKNOWN","D",NA,NA,NA,NA,NA,NA
"8361","300062188",2017-04-12,"12:00:00","103",2017-04-12,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","QUEENS",NA,"STREET","N.Y. POLICE DEPT","0","NA","1047210","196354",NA,NA,NA,"40.705407366","-73.77292051","40.705407366","-73.77292051","PATROL BORO QUEENS SOUTH","UNKNOWN","UNKNOWN","F",2017-04-12,"15:45:00",NA,NA,NA,NA
"8362","757160475",2017-08-31,"01:37:00","77",2017-08-31,"340","FRAUDS","707","IMPERSONATION 2, PUBLIC SERVAN","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","PUBLIC BUILDING","N.Y. POLICE DEPT","0","NA","1003508","185056","45-64","BLACK","M","40.67459999","-73.930574822","40.67459999","-73.930574822","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","E",2017-08-31,"01:37:00",NA,NA,NA,NA
"8363","507754053",2016-10-19,"13:30:00","20",2016-10-19,"109","GRAND LARCENY","443","LARCENY,GRAND OF BICYCLE","COMPLETED","FELONY","MANHATTAN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","990911","223003",NA,NA,NA,"40.778773711","-73.97595045","40.778773711","-73.97595045","PATROL BORO MAN NORTH","UNKNOWN","UNKNOWN","D",2016-10-19,"13:45:00",NA,NA,NA,NA
"8364","498462452",2011-03-10,"12:30:00","41",2011-03-10,"104","RAPE","153","RAPE 3","COMPLETED","FELONY","BRONX","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1013232","236725",NA,NA,NA,"40.816391847","-73.895296414","40.816391847","-73.895296414","PATROL BORO BRONX","<18","WHITE HISPANIC","F",2011-03-10,"22:17:00","NA",NA,NA,NA
"8365","178646183",2014-04-22,"05:00:00","84",2014-04-22,"341","PETIT LARCENY","357","LARCENY,PETIT OF VEHICLE ACCES","COMPLETED","MISDEMEANOR","BROOKLYN","REAR OF","STREET","N.Y. POLICE DEPT","0","NA","988805","193722",NA,NA,NA,"40.698405953","-73.983574446","40.698405953","-73.983574446","PATROL BORO BKLYN NORTH","25-44","BLACK","F",2014-04-22,"05:45:00",NA,NA,NA,NA
"8366","264035949",2017-02-02,"00:10:00","46",2017-02-02,"235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1010057","251656","25-44","WHITE HISPANIC","F","40.857382946","-73.906709475","40.857382946","-73.906709475","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",2017-02-02,"00:28:00",NA,NA,NA,NA
"8367","621304703",2011-01-31,"12:30:00","78",2011-01-31,"578","HARRASSMENT 2","637","HARASSMENT,SUBD 1,CIVILIAN","COMPLETED","VIOLATION","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","989250","180623",NA,"BLACK","M","40.662451925","-73.981979329","40.662451925","-73.981979329","PATROL BORO BKLYN SOUTH","25-44","BLACK","F",2011-01-31,"23:40:00","NA",NA,NA,NA
"8368","783652664",2017-12-14,"15:45:00","22",2017-12-14,"341","PETIT LARCENY","339","LARCENY,PETIT FROM OPEN AREAS,","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE",NA,"N.Y. POLICE DEPT","0","NA","994010","224718",NA,NA,NA,"40.783478055","-73.964758341","40.783478055","-73.964758341","PATROL BORO MAN NORTH","UNKNOWN","UNKNOWN","D",2017-12-14,"16:00:00","CENTRAL PARK",NA,NA,NA
"8369","556221235",2014-10-25,"00:30:00","90",2014-10-25,"351","CRIMINAL MISCHIEF & RELATED OF","258","CRIMINAL MISCHIEF 4TH, GRAFFIT","COMPLETED","MISDEMEANOR","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","1003132","196628","18-24","WHITE","F","40.70636327","-73.931897899","40.70636327","-73.931897899","PATROL BORO BKLYN NORTH",NA,"UNKNOWN","E",NA,NA,NA,NA,NA,NA
"8370","288538266",2017-08-04,"22:52:00","104",2017-08-05,"347","INTOXICATED & IMPAIRED DRIVING","905","INTOXICATED DRIVING,ALCOHOL","COMPLETED","MISDEMEANOR","QUEENS",NA,"STREET","N.Y. POLICE DEPT","0","NA","1008567","199482",NA,NA,NA,"40.714183554","-73.91228466","40.714183554","-73.91228466","PATROL BORO QUEENS NORTH","UNKNOWN","UNKNOWN","E",2017-08-04,"23:16:00",NA,NA,NA,NA
"8371","710975681",2015-05-11,"22:40:00","52",2015-05-12,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BRONX","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","NA","1015124","259566",NA,NA,NA,"40.879077207","-73.888355909","40.879077207","-73.888355909","PATROL BORO BRONX","25-44","WHITE HISPANIC","M",2015-05-12,"11:45:00",NA,NA,NA,NA
"8372","921930969",2017-09-18,"20:15:00","60",2017-09-18,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","986653","149522","UNKNOWN","BLACK","F","40.577087228","-73.99135108","40.577087228","-73.99135108","PATROL BORO BKLYN SOUTH","45-64","BLACK","M",2017-09-18,"20:19:00",NA,NA,NA,NA
"8373","901955934",2014-10-17,"21:50:00","14",2014-10-18,"235","DANGEROUS DRUGS","511","CONTROLLED SUBSTANCE, POSSESSI","COMPLETED","MISDEMEANOR","MANHATTAN","OPPOSITE OF","STREET","N.Y. POLICE DEPT","0","NA","987965","215284",NA,NA,NA,"40.757588785","-73.986591894","40.757588785","-73.986591894","PATROL BORO MAN SOUTH",NA,"UNKNOWN","E",2014-10-17,"21:58:00",NA,NA,NA,NA
"8374","576939728",2014-08-19,"13:55:00","44",2014-08-19,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BRONX","INSIDE","CLOTHING/BOUTIQUE","N.Y. POLICE DEPT","0","NA","1006168","243704",NA,NA,NA,"40.835567561","-73.920794144","40.835567561","-73.920794144","PATROL BORO BRONX",NA,"UNKNOWN","D",2014-08-19,"13:55:00",NA,NA,NA,NA
"8375","522097882",2016-08-07,"06:45:00","83",2016-08-07,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","GROCERY/BODEGA","N.Y. POLICE DEPT","0","NA","1008598","194372","25-44","BLACK","M","40.70015773","-73.912191313","40.70015773","-73.912191313","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","D",2016-08-07,"07:12:00",NA,NA,NA,NA
"8376","404044000",2013-02-20,"20:30:00","71",2013-02-20,"365","ADMINISTRATIVE CODE","878","ADM.CODE,UNCLASSIFIED MISDEMEA","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","998273","182000",NA,"BLACK","M","40.666221793","-73.949453765","40.666221793","-73.949453765","PATROL BORO BKLYN SOUTH","18-24","BLACK","F",2013-02-20,"21:30:00","NA",NA,NA,NA
"8377","227967043",2015-05-17,"00:01:00","75",2015-08-08,"233","SEX CRIMES","175","SEXUAL ABUSE 3,2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1017141","183798",NA,NA,NA,"40.671106911","-73.881432957","40.671106911","-73.881432957","PATROL BORO BKLYN NORTH","<18","BLACK","M",2015-06-05,"00:01:00",NA,NA,NA,NA
"8378","416897948",2016-08-24,"15:50:00","47",2016-08-24,"235","DANGEROUS DRUGS","567","MARIJUANA, POSSESSION 4 & 5","COMPLETED","MISDEMEANOR","BRONX",NA,"STREET","N.Y. POLICE DEPT","0","NA","1026556","266864",NA,NA,NA,"40.899060497","-73.846969854","40.899060497","-73.846969854","PATROL BORO BRONX","UNKNOWN","UNKNOWN","E",NA,NA,NA,NA,NA,NA
"8379","994123459",2012-04-10,"09:00:00","17",2012-04-17,"109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","992223","215460",NA,NA,NA,"40.758069046","-73.971222133","40.758069046","-73.971222133","PATROL BORO MAN SOUTH","25-44","BLACK","M",NA,NA,"NA",NA,NA,NA
"8380","544983277",2015-01-13,"18:50:00","32",2015-01-13,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1000493","236572",NA,NA,NA,"40.816004512","-73.941319728","40.816004512","-73.941319728","PATROL BORO MAN NORTH",NA,"BLACK","M",NA,NA,NA,NA,NA,NA
"8381","597755941",2013-06-15,"20:45:00","73",2013-06-15,"105","ROBBERY","366","ROBBERY,BICYCLE","COMPLETED","FELONY","BROOKLYN","FRONT OF","CHAIN STORE","N.Y. POLICE DEPT","0","NA","1006058","185934",NA,"BLACK HISPANIC","M","40.677003987","-73.921379032","40.677003987","-73.921379032","PATROL BORO BKLYN NORTH","<18","BLACK","M",2013-06-15,"20:46:00","NA",NA,NA,NA
"8382","643400825",2015-04-28,"20:00:00","75",2015-04-29,"351","CRIMINAL MISCHIEF & RELATED OF","254","MISCHIEF, CRIMINAL 4, OF MOTOR","COMPLETED","MISDEMEANOR","BROOKLYN","FRONT OF","STREET","N.Y. POLICE DEPT","0","NA","1013371","184366",NA,NA,NA,"40.672679147","-73.89502093","40.672679147","-73.89502093","PATROL BORO BKLYN NORTH","45-64","BLACK","M",2015-04-29,"07:00:00",NA,NA,NA,NA
"8383","157418569",2012-06-04,"14:00:00","62",2012-06-06,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","DOCTOR/DENTIST OFFICE","N.Y. POLICE DEPT","0","NA","981304","162270",NA,NA,NA,"40.612077766","-74.010612057","40.612077766","-74.010612057","PATROL BORO BKLYN SOUTH","45-64","WHITE","M",2012-06-04,"14:50:00","NA",NA,NA,NA
"8384","157726064",2017-09-04,"10:17:00","14",2017-09-04,"109","GRAND LARCENY","411","LARCENY,GRAND FROM EATERY, UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","RESTAURANT/DINER","N.Y. POLICE DEPT","0","NA","988840","213570",NA,NA,NA,"40.75288388","-73.983434689","40.75288388","-73.983434689","PATROL BORO MAN SOUTH","25-44","WHITE","F",2017-09-04,"10:37:00",NA,NA,NA,NA
"8385","425454460",2013-01-08,"08:00:00","120",2013-01-09,"351","CRIMINAL MISCHIEF & RELATED OF","259","CRIMINAL MISCHIEF,UNCLASSIFIED 4","COMPLETED","MISDEMEANOR","STATEN ISLAND","FRONT OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","946657","171034","25-44","WHITE HISPANIC","M","40.636053825","-74.135448955","40.636053825","-74.135448955","PATROL BORO STATEN ISLAND","25-44","BLACK","F",2013-01-09,"11:30:00","NA",NA,NA,NA
"8386","729633822",2014-09-04,"08:00:00","114",2014-10-27,"341","PETIT LARCENY","338","LARCENY,PETIT FROM BUILDING,UN","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1007287","217262",NA,"UNKNOWN","U","40.762988658","-73.916841015","40.762988658","-73.916841015","PATROL BORO QUEENS NORTH","25-44","BLACK","M",2014-09-04,"16:00:00",NA,NA,NA,NA
"8387","840569431",2012-01-01,"04:40:00","48",2012-01-01,"359","OFFENSES AGAINST PUBLIC ADMINI","759","PUBLIC ADMINISTATION,UNCLASS M","COMPLETED","MISDEMEANOR","BRONX","FRONT OF","TUNNEL","N.Y. POLICE DEPT","0","NA","1019254","245745",NA,NA,NA,"40.841127338","-73.873493335","40.841127338","-73.873493335","PATROL BORO BRONX","25-44","WHITE HISPANIC","F",2012-01-01,"04:48:00","NA",NA,NA,NA
"8388","966456051",2016-09-15,"22:19:00","23",2016-09-15,"344","ASSAULT 3 & RELATED OFFENSES","101","ASSAULT 3","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","998542","227921","25-44","BLACK","M","40.792263265","-73.948386595","40.792263265","-73.948386595","PATROL BORO MAN NORTH","25-44","BLACK","F",2016-09-15,"22:25:00",NA,NA,NA,NA
"8389","200009529",2013-12-24,"15:23:00","77",2013-12-24,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","RESIDENCE - PUBLIC HOUSING","N.Y. HOUSING POLICE","2","365","1004594","185427","18-24","BLACK","F","40.675615872","-73.926658587","40.675615872","-73.926658587","PATROL BORO BKLYN NORTH","25-44","BLACK","M",NA,NA,"NA",NA,NA,NA
"8390","514931906",2015-05-15,"23:40:00","61",2015-05-16,"353","UNAUTHORIZED USE OF A VEHICLE","462","UNAUTHORIZED USE VEHICLE 3","ATTEMPTED","MISDEMEANOR","BROOKLYN","REAR OF","RESIDENCE-HOUSE","N.Y. POLICE DEPT","0","NA","992502","158175","18-24","ASIAN / PACIFIC ISLANDER","M","40.600834475","-73.970285193","40.600834475","-73.970285193","PATROL BORO BKLYN SOUTH","45-64","WHITE","F",2015-05-15,"23:50:00",NA,NA,NA,NA
"8391","432361059",2013-03-16,"19:30:00","109",2013-03-16,"107","BURGLARY","223","BURGLARY,RESIDENCE,NIGHT","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1039679","208465",NA,NA,NA,"40.738699434","-73.799983099","40.738699434","-73.799983099","PATROL BORO QUEENS NORTH",NA,"UNKNOWN","F",2013-03-16,"20:30:00","NA",NA,NA,NA
"8392","547991929",2017-11-18,"21:24:00","77",2017-11-19,"126","MISCELLANEOUS PENAL LAW","117","RECKLESS ENDANGERMENT 1","COMPLETED","FELONY","BROOKLYN",NA,"STREET","N.Y. POLICE DEPT","0","NA","999564","183868","18-24","BLACK","M","40.671346898","-73.944795951","40.671346898","-73.944795951","PATROL BORO BKLYN NORTH","UNKNOWN","UNKNOWN","E",2017-11-18,"21:30:00",NA,NA,NA,NA
"8393","757481600",2017-08-20,"16:00:00","9",2017-08-20,"341","PETIT LARCENY","301","LARCENY,PETIT BY ACQUIRING LOS","COMPLETED","MISDEMEANOR","MANHATTAN",NA,"STREET","N.Y. POLICE DEPT","0","NA","988560","204791","UNKNOWN","UNKNOWN","U","40.728787845","-73.984450922","40.728787845","-73.984450922","PATROL BORO MAN SOUTH","45-64","WHITE","F",NA,NA,NA,NA,NA,NA
"8394","991062604",2015-02-12,"12:40:00","62",2015-02-12,"341","PETIT LARCENY","333","LARCENY,PETIT FROM STORE-SHOPL","COMPLETED","MISDEMEANOR","BROOKLYN","INSIDE","CHAIN STORE","N.Y. POLICE DEPT","0","NA","985652","158829","45-64","WHITE HISPANIC","M","40.602633302","-73.994952566","40.602633302","-73.994952566","PATROL BORO BKLYN SOUTH",NA,"UNKNOWN","D",2015-02-12,"12:45:00",NA,NA,NA,NA
"8395","857327766",2013-02-27,"10:00:00","102",2013-03-05,"109","GRAND LARCENY","439","LARCENY,GRAND FROM OPEN AREAS, UNATTENDED","COMPLETED","FELONY","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1033409","191790",NA,NA,NA,"40.692967709","-73.822730414","40.692967709","-73.822730414","PATROL BORO QUEENS SOUTH","45-64","WHITE","F",2013-02-27,"17:00:00","NA",NA,NA,NA
"8396","236737989",2015-11-06,"14:00:00","50",2015-11-09,"578","HARRASSMENT 2","638","HARASSMENT,SUBD 3,4,5","COMPLETED","VIOLATION","BRONX","INSIDE","PUBLIC SCHOOL","N.Y. POLICE DEPT","0","NA","1010984","261034","<18","WHITE HISPANIC","M","40.88311992","-73.903320969","40.88311992","-73.903320969","PATROL BORO BRONX","<18","WHITE HISPANIC","M",2015-11-06,"15:00:00",NA,NA,NA,NA
"8397","614054223",2016-09-30,"19:50:00","14",2016-10-03,"109","GRAND LARCENY","438","LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMPLETED","FELONY","MANHATTAN","INSIDE","COMMERCIAL BUILDING","N.Y. POLICE DEPT","0","NA","986589","213344","UNKNOWN","UNKNOWN","U","40.752264448","-73.991559338","40.752264448","-73.991559338","PATROL BORO MAN SOUTH","UNKNOWN","UNKNOWN","D",2016-10-03,"10:00:00",NA,NA,NA,NA
"8398","366767146",2013-06-28,"16:17:00","115",2013-06-28,"361","OFF. AGNST PUB ORD SENSBLTY &","639","AGGRAVATED HARASSMENT 2","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1022862","212950",NA,"WHITE HISPANIC","M","40.75109903","-73.860642223","40.75109903","-73.860642223","PATROL BORO QUEENS NORTH","18-24","BLACK HISPANIC","M",2013-06-28,"16:17:00","NA",NA,NA,NA
"8399","314487019",2014-11-13,"12:40:00","102",2014-11-13,"344","ASSAULT 3 & RELATED OFFENSES","113","MENACING,UNCLASSIFIED","COMPLETED","MISDEMEANOR","QUEENS","INSIDE","RESIDENCE - APT. HOUSE","N.Y. POLICE DEPT","0","NA","1024402","189326","18-24","WHITE HISPANIC","F","40.686250049","-73.855224949","40.686250049","-73.855224949","PATROL BORO QUEENS SOUTH","18-24","WHITE HISPANIC","F",2014-11-13,"12:50:00",NA,NA,NA,NA
