"","crash_date","crash_time","borough","zip_code","latitude","longitude","location.latitude","location.longitude","location.human_address","cross_street_name","number_of_persons_injured","number_of_persons_killed","number_of_pedestrians_injured","number_of_pedestrians_killed","number_of_cyclist_injured","number_of_cyclist_killed","number_of_motorist_injured","number_of_motorist_killed","contributing_factor_vehicle_1","contributing_factor_vehicle_2","collision_id","vehicle_type_code1","vehicle_type_code2","on_street_name","off_street_name","contributing_factor_vehicle_3","vehicle_type_code_3","contributing_factor_vehicle_4","vehicle_type_code_4","contributing_factor_vehicle_5","vehicle_type_code_5"
"4343",2021-03-28,"9:15",NA,NA,"40.7636300","-73.9533000","40.76363","-73.9533",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402555","Station Wagon/Sport Utility Vehicle",NA,"FDR DRIVE                       ",NA,NA,NA,NA,NA,NA,NA
"4344",2021-03-28,"9:22","QUEENS","11106","40.7608500","-73.9230040","40.76085","-73.923004",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4403579","Sedan","Sedan","34 STREET                       ","BROADWAY",NA,NA,NA,NA,NA,NA
"4345",2021-03-28,"9:22","QUEENS","11419","40.6879270","-73.8316960","40.687927","-73.831696",NA,"101-46    112 STREET                    ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402304","Taxi","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"4346",2021-03-28,"9:30","BRONX","10460","40.8383900","-73.8860600","40.83839","-73.88606",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402507","Station Wagon/Sport Utility Vehicle",NA,"BOSTON ROAD                     ","HOE AVENUE",NA,NA,NA,NA,NA,NA
"4347",2021-03-28,"9:30","BROOKLYN","11220","40.6339600","-74.0147600","40.63396","-74.01476",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402763","Tractor Truck Diesel","Station Wagon/Sport Utility Vehicle","7 AVENUE                        ","65 STREET",NA,NA,NA,NA,NA,NA
"4348",2021-03-28,"9:30","BROOKLYN","11233","40.6741940","-73.9152800","40.674194","-73.91528",NA,"1978      BERGEN STREET                 ","0","0","0","0","0","0","0","0","Other Vehicular","Driver Inattention/Distraction","4402337","Station Wagon/Sport Utility Vehicle","Sedan",NA,NA,NA,NA,NA,NA,NA,NA
"4349",2021-03-28,"9:39",NA,NA,NA,NA,NA,NA,NA,NA,"2","0","0","0","0","0","2","0","Reaction to Uninvolved Vehicle",NA,"4403607","Sedan",NA,"BRONX WHITESTONE BRIDGE         ",NA,NA,NA,NA,NA,NA,NA
"4350",2021-03-28,"9:50","BROOKLYN","11212","40.6638030","-73.9260100","40.663803","-73.92601",NA,"74        EAST 95 STREET                ","0","0","0","0","0","0","0","0","Unspecified",NA,"4403584","Pick-up Truck",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4351",2021-03-27,"0:00",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402485","Sedan","Station Wagon/Sport Utility Vehicle","WILLIAMSBURG BRIDGE INNER ROADWA",NA,NA,NA,NA,NA,NA,NA
"4352",2021-03-27,"0:00",NA,NA,"40.6873630","-73.9900400","40.687363","-73.99004",NA,NA,"1","0","0","0","0","0","1","0","Following Too Closely","Unspecified","4402168","Sedan","Station Wagon/Sport Utility Vehicle","SMITH STREET                    ",NA,NA,NA,NA,NA,NA,NA
"4353",2021-03-27,"0:06",NA,NA,"40.8275530","-73.9532800","40.827553","-73.95328",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed",NA,"4402955","Station Wagon/Sport Utility Vehicle",NA,"HENRY HUDSON PARKWAY            ",NA,NA,NA,NA,NA,NA,NA
"4354",2021-03-27,"0:15",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402247","Sedan","Sedan","AVENUE D                        ","EAST 11 STREET",NA,NA,NA,NA,NA,NA
"4355",2021-03-27,"0:15","BRONX","10454","40.8055570","-73.9104700","40.805557","-73.91047",NA,NA,"1","0","0","0","0","0","1","0","Unspecified","Unspecified","4402033","Sedan","Sedan","BRUCKNER BOULEVARD              ","EAST 140 STREET",NA,NA,NA,NA,NA,NA
"4356",2021-03-27,"0:20",NA,NA,"40.6273100","-73.9418260","40.62731","-73.941826",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4403274","Sedan",NA,"FLATBUSH AVENUE                 ",NA,NA,NA,NA,NA,NA,NA
"4357",2021-03-27,"0:21",NA,NA,"40.7011030","-73.9223900","40.701103","-73.92239",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4407463","Sedan","Sedan","KNICKERBOCKER AVENUE            ",NA,NA,NA,NA,NA,NA,NA
"4358",2021-03-27,"0:28","BRONX","10453","40.8548740","-73.9167940","40.854874","-73.916794",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed","Unspecified","4402070","Sedan","Sedan","WEST 179 STREET                 ","SEDGWICK AVENUE",NA,NA,NA,NA,NA,NA
"4359",2021-03-27,"0:30","BRONX","10462","40.8480200","-73.8640200","40.84802","-73.86402",NA,"776       RHINELANDER AVENUE            ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402111","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,"Unspecified",NA,NA,NA,NA,NA
"4360",2021-03-27,"0:31","BRONX","10462","40.8347700","-73.8401260","40.83477","-73.840126",NA,"1185      COMMERCE AVENUE               ","0","0","0","0","0","0","0","0","Unsafe Speed","Unspecified","4402692","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle",NA,NA,"Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Station Wagon/Sport Utility Vehicle"
"4361",2021-03-27,"0:40","BROOKLYN","11233","40.6792100","-73.9137500","40.67921","-73.91375",NA,NA,"2","0","0","0","0","0","2","0","Unsafe Speed","Traffic Control Disregarded","4402342","Sedan","Sedan","BOYLAND STREET                  ","HULL STREET","Unspecified","Sedan",NA,NA,NA,NA
"4362",2021-03-27,"0:45",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Turning Improperly","Unspecified","4402338","Station Wagon/Sport Utility Vehicle","Sedan","SEDGWICK AVENUE                 ",NA,"Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA
"4363",2021-03-27,"0:48","QUEENS","11417","40.6717200","-73.8509750","40.67172","-73.850975",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4402269","Taxi","Sedan","NORTH CONDUIT AVENUE            ","LINDEN BOULEVARD",NA,NA,NA,NA,NA,NA
"4364",2021-03-27,"0:50","BRONX","10462","40.8454130","-73.8652040","40.845413","-73.865204",NA,NA,"0","0","0","0","0","0","0","0","Traffic Control Disregarded","Unspecified","4403166","Station Wagon/Sport Utility Vehicle",NA,"MORRIS PARK AVENUE              ","HUNT AVENUE",NA,NA,NA,NA,NA,NA
"4365",2021-03-27,"0:50",NA,NA,"40.6961100","-73.9640600","40.69611","-73.96406",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed","Unsafe Speed","4402039","Station Wagon/Sport Utility Vehicle","Sedan","BROOKLYN QUEENS EXPRESSWAY      ",NA,NA,NA,NA,NA,NA,NA
"4366",2021-03-27,"0:50",NA,NA,"40.6898600","-73.9514700","40.68986","-73.95147",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4402398","Taxi",NA,"LAFAYETTE AVENUE                ",NA,NA,NA,NA,NA,NA,NA
"4367",2021-03-27,"0:50",NA,NA,"40.7419360","-73.9726300","40.741936","-73.97263",NA,NA,"1","0","0","0","0","0","1","0","Driver Inexperience","Passing or Lane Usage Improper","4402469","Convertible","Station Wagon/Sport Utility Vehicle","FDR DRIVE                       ",NA,NA,NA,NA,NA,NA,NA
"4368",2021-03-27,"0:55",NA,NA,"40.5980900","-74.0762300","40.59809","-74.07623",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402284","Sedan","Sedan","HYLAN BOULEVARD                 ",NA,"Unspecified","Sedan","Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA
"4369",2021-03-27,"0:56","BRONX","10466","40.8918230","-73.8626600","40.891823","-73.86266",NA,NA,"0","0","0","0","0","0","0","0","Alcohol Involvement","Unspecified","4402574","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","BRONX BOULEVARD                 ","EAST 229 STREET","Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Sedan"
"4370",2021-03-27,"0:58",NA,NA,"40.8451900","-73.9112000","40.84519","-73.9112",NA,NA,"1","0","0","0","0","0","1","0","Unspecified",NA,"4402068","Box Truck",NA,"CROSS BRONX EXPY                ",NA,NA,NA,NA,NA,NA,NA
"4371",2021-03-27,"10:00","BROOKLYN","11211","40.7144550","-73.9352950","40.714455","-73.935295",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402476","Station Wagon/Sport Utility Vehicle","Box Truck","METROPOLITAN AVENUE             ","MORGAN AVENUE",NA,NA,NA,NA,NA,NA
"4372",2021-03-27,"10:00","BROOKLYN","11214","0.0000000","0.0000000","0.0","0.0",NA,NA,"0","0","0","0","0","0","0","0","Failure to Yield Right-of-Way","Unspecified","4402099","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","86 STREET                       ","BAY 23 STREET",NA,NA,NA,NA,NA,NA
"4373",2021-03-27,"10:00","QUEENS","11104","40.7404370","-73.9230400","40.740437","-73.92304",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402389","Station Wagon/Sport Utility Vehicle",NA,"GREENPOINT AVENUE               ","42 STREET",NA,NA,NA,NA,NA,NA
"4374",2021-03-27,"10:00",NA,NA,"40.8241270","-73.9548340","40.824127","-73.954834",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402959","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","RIVERSIDE DRIVE                 ",NA,NA,NA,NA,NA,NA,NA
"4375",2021-03-27,"10:00","BROOKLYN","11207","40.6647500","-73.8940500","40.66475","-73.89405",NA,NA,"2","0","0","0","0","0","2","0","Failure to Yield Right-of-Way","Unspecified","4402660","Sedan","Station Wagon/Sport Utility Vehicle","PENNSYLVANIA AVENUE             ","LIVONIA AVENUE",NA,NA,NA,NA,NA,NA
"4376",2021-03-27,"10:07","QUEENS","11364","40.7487900","-73.7565460","40.74879","-73.756546",NA,"61-43     SPRINGFIELD BOULEVARD         ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402898","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"4377",2021-03-27,"10:09","BRONX","10469","40.8674800","-73.8452400","40.86748","-73.84524",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Driver Inattention/Distraction","4402139","Sedan","Sedan","MORGAN AVENUE                   ","ARNOW AVENUE",NA,NA,NA,NA,NA,NA
"4378",2021-03-27,"10:09",NA,NA,"40.6783940","-73.9469200","40.678394","-73.94692",NA,NA,"1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4403520","Sedan","Sedan","ATLANTIC AVENUE                 ",NA,NA,NA,NA,NA,NA,NA
"4379",2021-03-27,"10:10","QUEENS","11368",NA,NA,NA,NA,NA,"127-02    ROOSEVELT AVENUE              ","1","0","0","0","0","0","1","0","Unspecified",NA,"4402290","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4380",2021-03-27,"10:20","BROOKLYN","11219","40.6418080","-73.9942900","40.641808","-73.99429",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402542","Taxi","Sedan","43 STREET                       ","NEW UTRECHT AVENUE",NA,NA,NA,NA,NA,NA
"4381",2021-03-27,"10:25","BROOKLYN","11206","40.7047230","-73.9445100","40.704723","-73.94451",NA,"72        MANHATTAN AVENUE              ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402486","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4382",2021-03-27,"10:30","BRONX","10466","40.8911130","-73.8630500","40.891113","-73.86305",NA,NA,"0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4402581","Station Wagon/Sport Utility Vehicle",NA,"EAST 228 STREET                 ","BRONX BOULEVARD",NA,NA,NA,NA,NA,NA
"4383",2021-03-27,"10:30","BROOKLYN","11217","40.6760400","-73.9730600","40.67604","-73.97306",NA,"205       SAINT JOHNS PLACE             ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402863","Station Wagon/Sport Utility Vehicle","Box Truck",NA,NA,NA,NA,NA,NA,NA,NA
"4384",2021-03-27,"10:43",NA,NA,"40.6811260","-73.9644600","40.681126","-73.96446",NA,NA,"2","0","0","0","0","0","2","0","Driver Inattention/Distraction","Unspecified","4402477","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","ATLANTIC AVENUE                 ","WASHINGTON AVENUE",NA,NA,NA,NA,NA,NA
"4385",2021-03-27,"10:54","BROOKLYN","11225","40.6592200","-73.9605600","40.65922","-73.96056",NA,"590       FLATBUSH AVENUE               ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4403717","Sedan","Bike",NA,NA,NA,NA,NA,NA,NA,NA
"4386",2021-03-27,"11:00","BROOKLYN","11222","40.7261500","-73.9388800","40.72615","-73.93888",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402588","Station Wagon/Sport Utility Vehicle",NA,"HAUSMAN STREET                  ","NASSAU AVENUE",NA,NA,NA,NA,NA,NA
"4387",2021-03-27,"11:00",NA,NA,"40.6673130","-73.7392600","40.667313","-73.73926",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4402155","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","LAURELTON PARKWAY               ",NA,NA,NA,NA,NA,NA,NA
"4388",2021-03-27,"11:00",NA,NA,"40.6673130","-73.7392600","40.667313","-73.73926",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402157","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","LAURELTON PARKWAY               ",NA,"Unspecified","Sedan",NA,NA,NA,NA
"4389",2021-03-27,"11:00","BROOKLYN","11233","40.6785740","-73.9163060","40.678574","-73.916306",NA,NA,"1","0","0","0","1","0","0","0","Unspecified",NA,"4404247","Bike",NA,"SARATOGA AVENUE                 ","FULTON STREET",NA,NA,NA,NA,NA,NA
"4390",2021-03-27,"11:08","BROOKLYN","11221","40.6879600","-73.9419400","40.68796","-73.94194",NA,NA,"3","0","0","0","0","0","3","0","Driver Inattention/Distraction","Unspecified","4402387","Sedan","Station Wagon/Sport Utility Vehicle","THROOP AVENUE                   ","QUINCY STREET",NA,NA,NA,NA,NA,NA
"4391",2021-03-27,"11:10","QUEENS","11004","40.7464260","-73.7131200","40.746426","-73.71312",NA,"259-01    UNION TURNPIKE                ","0","0","0","0","0","0","0","0","Backing Unsafely","Unspecified","4402322","Station Wagon/Sport Utility Vehicle","Van",NA,NA,NA,NA,NA,NA,NA,NA
"4392",2021-03-27,"11:10",NA,NA,"40.5752900","-73.9765500","40.57529","-73.97655",NA,NA,"6","0","0","0","0","0","6","0","Driver Inattention/Distraction","Unspecified","4402551","Station Wagon/Sport Utility Vehicle","Sedan","SURF AVENUE                     ",NA,NA,NA,NA,NA,NA,NA
"4393",2021-03-27,"11:25","STATEN ISLAND","10312","40.5321160","-74.1560300","40.532116","-74.15603",NA,NA,"0","0","0","0","0","0","0","0","Animals Action",NA,"4403800","Sedan",NA,"HYLAN BOULEVARD                 ","HALES AVENUE",NA,NA,NA,NA,NA,NA
"4394",2021-03-27,"11:30","STATEN ISLAND","10305","40.6108440","-74.0658700","40.610844","-74.06587",NA,"50        BELAIR ROAD                   ","0","0","0","0","0","0","0","0","Driver Inattention/Distraction",NA,"4403623","Box Truck",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4395",2021-03-27,"11:37",NA,NA,"40.6991650","-73.9149250","40.699165","-73.914925",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402814","Pick-up Truck","Sedan","MYRTLE AVENUE                   ",NA,NA,NA,NA,NA,NA,NA
"4396",2021-03-27,"11:40","STATEN ISLAND","10312","40.5612340","-74.1950500","40.561234","-74.19505",NA,"1769      ARTHUR KILL ROAD              ","1","0","0","0","0","0","1","0","Driver Inattention/Distraction","Unspecified","4402972","Sedan","Sedan",NA,NA,"Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"4397",2021-03-27,"11:40",NA,NA,"40.7152800","-73.8028640","40.71528","-73.802864",NA,NA,"1","0","0","0","0","0","1","0","Brakes Defective","Unspecified","4402120","Taxi","Station Wagon/Sport Utility Vehicle","164 STREET                      ","84 AVENUE","Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"4398",2021-03-27,"11:45","BRONX","10474","40.8186150","-73.8891750","40.818615","-73.889175",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402114","Station Wagon/Sport Utility Vehicle",NA,"HUNTS POINT AVENUE              ","SENECA AVENUE",NA,NA,NA,NA,NA,NA
"4399",2021-03-27,"11:46","MANHATTAN","10032","40.8333850","-73.9394450","40.833385","-73.939445",NA,"410       WEST 159 STREET               ","0","0","0","0","0","0","0","0","Passing Too Closely","Unspecified","4402443","Taxi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4400",2021-03-27,"11:50","BRONX","10453","40.8564030","-73.9073000","40.856403","-73.9073",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402145","Station Wagon/Sport Utility Vehicle",NA,"WEST 181 STREET                 ","GRAND AVENUE",NA,NA,NA,NA,NA,NA
"4401",2021-03-27,"11:50","BRONX","10467","40.8721730","-73.8631900","40.872173","-73.86319",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402580","Sedan","Motorcycle","BARNES AVENUE                   ","SOUTH OAK DRIVE",NA,NA,NA,NA,NA,NA
"4402",2021-03-27,"11:55",NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0","0","0","1","0","Unsafe Speed","Unspecified","4402693","Sedan","Sedan","BRUCKNER EXPRESSWAY RAMP        ",NA,"Unspecified","Sedan",NA,NA,NA,NA
"4403",2021-03-27,"12:12","BROOKLYN","11203","40.6501900","-73.9290400","40.65019","-73.92904",NA,"5105      SNYDER AVENUE                 ","0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402393","Station Wagon/Sport Utility Vehicle","Carry All",NA,NA,NA,NA,NA,NA,NA,NA
"4404",2021-03-27,"12:15",NA,NA,"40.6999300","-73.9618800","40.69993","-73.96188",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4404214","Sedan","Station Wagon/Sport Utility Vehicle","BROOKLYN QUEENS EXPRESSWAY      ",NA,NA,NA,NA,NA,NA,NA
"4405",2021-03-27,"12:16","STATEN ISLAND","10304","40.6140700","-74.0834200","40.61407","-74.08342",NA,"55        BOWEN STREET                  ","1","0","0","0","1","0","0","0","Driver Inattention/Distraction","Unspecified","4403648","Sedan","Bike",NA,NA,NA,NA,NA,NA,NA,NA
"4406",2021-03-27,"12:30","QUEENS","11430","40.6661500","-73.8057500","40.66615","-73.80575",NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4402270","Sedan","Station Wagon/Sport Utility Vehicle","SOUTH CONDUIT AVENUE            ","134 STREET",NA,NA,NA,NA,NA,NA
"4407",2021-03-27,"12:30","QUEENS","11423","40.7133180","-73.7640200","40.713318","-73.76402",NA,NA,"4","0","0","0","0","0","4","0","Turning Improperly","Unspecified","4402758","Sedan","Sedan","196 STREET                      ","JAMAICA AVENUE",NA,NA,NA,NA,NA,NA
"4408",2021-03-27,"12:31","QUEENS","11413",NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404843","Sedan",NA,"CHARLES LANE                    ","CUL DE SAC",NA,NA,NA,NA,NA,NA
"4409",2021-03-27,"12:35",NA,NA,"40.8231350","-73.8822500","40.823135","-73.88225",NA,NA,"4","0","0","0","0","0","4","0","Unspecified","Unspecified","4402703","Sedan","Flat Bed","BRUCKNER EXPRESSWAY             ",NA,NA,NA,NA,NA,NA,NA
"4410",2021-03-27,"12:40","BRONX","10461","40.8445800","-73.8280200","40.84458","-73.82802",NA,"3060      MIDDLETOWN ROAD               ","0","0","0","0","0","0","0","0","Unspecified",NA,"4402572","Sedan",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411",2021-03-27,"12:40","MANHATTAN","10039","40.8264120","-73.9406000","40.826412","-73.9406",NA,NA,"1","0","1","0","0","0","0","0","Backing Unsafely",NA,"4403151",NA,NA,"BRADHURST AVENUE                ","WEST 150 STREET",NA,NA,NA,NA,NA,NA
"4412",2021-03-27,"12:42","BROOKLYN","11207","40.6783560","-73.8970600","40.678356","-73.89706",NA,"80        JAMAICA AVENUE                ","0","0","0","0","0","0","0","0","Backing Unsafely","Unspecified","4402662","Sedan","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA
"4413",2021-03-27,"12:47",NA,NA,"40.6642300","-73.9191060","40.66423","-73.919106",NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed","Driver Inattention/Distraction","4402640","Station Wagon/Sport Utility Vehicle","Sedan","HOWARD AVENUE                   ","BLAKE AVENUE",NA,NA,NA,NA,NA,NA
"4414",2021-03-27,"12:57","STATEN ISLAND","10310","40.6326750","-74.1168440","40.632675","-74.116844",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4402957","Sedan",NA,"BROADWAY                        ","CARY AVENUE",NA,NA,NA,NA,NA,NA
"4415",2021-03-27,"13:00","BROOKLYN","11201","40.6892430","-73.9887300","40.689243","-73.98873",NA,NA,"1","0","0","0","1","0","0","0","Driver Inattention/Distraction","Following Too Closely","4402329","Box Truck","Bike","SMITH STREET                    ","STATE STREET",NA,NA,NA,NA,NA,NA
"4416",2021-03-27,"13:00","BROOKLYN","11238","40.6874160","-73.9597200","40.687416","-73.95972",NA,NA,"1","0","0","0","0","0","1","0","Unspecified","Unspecified","4402177","Sedan","Moped","CLASSON AVENUE                  ","GREENE AVENUE",NA,NA,NA,NA,NA,NA
"4417",2021-03-27,"13:00",NA,NA,"40.7554800","-73.7417300","40.75548","-73.74173",NA,NA,"1","0","0","0","0","0","1","0","Following Too Closely","Unspecified","4402118","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","LONG ISLAND EXPRESSWAY          ",NA,NA,NA,NA,NA,NA,NA
"4418",2021-03-27,"13:09",NA,NA,"40.6973100","-73.9322740","40.69731","-73.932274",NA,NA,"1","0","0","0","1","0","0","0","Passing or Lane Usage Improper","Unspecified","4402813","Sedan","Bike","BUSHWICK AVENUE                 ",NA,NA,NA,NA,NA,NA,NA
"4419",2021-03-27,"13:10",NA,NA,"40.8667400","-73.9287300","40.86674","-73.92873",NA,NA,"1","0","0","0","1","0","0","0","Driver Inattention/Distraction","Unspecified","4402326","Sedan","Bike","DYCKMAN STREET                  ",NA,NA,NA,NA,NA,NA,NA
"4420",2021-03-27,"13:12",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Unsafe Speed","Unspecified","4403144","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","VERRAZANO BRIDGE UPPER          ",NA,"Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA
"4421",2021-03-27,"13:13",NA,NA,"40.7097800","-73.8204300","40.70978","-73.82043",NA,NA,"0","0","0","0","0","0","0","0","Unspecified","Unspecified","4402347","Sedan","Sedan","VAN WYCK EXPWY                  ",NA,NA,NA,NA,NA,NA,NA
"4422",2021-03-27,"13:15","MANHATTAN","10011","40.7470200","-74.0026200","40.74702","-74.00262",NA,"442       WEST 23 STREET                ","0","0","0","0","0","0","0","0","Passing or Lane Usage Improper","Passing Too Closely","4403223","Flat Bed","Box Truck",NA,NA,NA,NA,NA,NA,NA,NA
"4423",2021-03-27,"13:15","QUEENS","11106","40.7671740","-73.9376500","40.767174","-73.93765",NA,"32-50     VERNON BOULEVARD              ","0","0","0","0","0","0","0","0","Unspecified",NA,"4403574","Station Wagon/Sport Utility Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4424",2021-03-27,"13:19","BROOKLYN","11225","40.6638530","-73.9519400","40.663853","-73.95194","{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}","315       EMPIRE BOULEVARD","1","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402126","Station Wagon/Sport Utility Vehicle","E-Bike",NA,NA,NA,NA,NA,NA,NA,NA
"4425",2021-03-27,"13:20",NA,NA,"40.7534680","-73.9135500","40.753468","-73.91355",NA,NA,"1","0","0","0","0","0","1","0","Failure to Yield Right-of-Way","Unspecified","4402257","Station Wagon/Sport Utility Vehicle","Station Wagon/Sport Utility Vehicle","49 STREET                       ",NA,NA,NA,NA,NA,NA,NA
"4426",2021-03-27,"13:20","BROOKLYN","11212","40.6667440","-73.9129200","40.666744","-73.91292",NA,NA,"5","0","0","0","0","0","5","0","Other Vehicular","Driver Inattention/Distraction","4402344","Sedan","Sedan","BOYLAND STREET                  ","SUTTER AVENUE",NA,NA,NA,NA,NA,NA
"4427",2021-03-27,"13:21","BROOKLYN","11218",NA,NA,NA,NA,NA,NA,"5","0","0","0","0","0","5","0","Unspecified","Unspecified","4402540","Ambulance","Station Wagon/Sport Utility Vehicle","PROSPECT EXPRESSWAY             ","CATON AVENUE","Unspecified","Station Wagon/Sport Utility Vehicle","Unspecified","Station Wagon/Sport Utility Vehicle",NA,NA
"4428",2021-03-27,"13:24",NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0","Following Too Closely","Unspecified","4403046","Sedan","Sedan","VERRAZANO BRIDGE UPPER          ",NA,"Unspecified","Sedan",NA,NA,NA,NA
"4429",2021-03-27,"13:25","BRONX","10451","40.8188100","-73.9282800","40.81881","-73.92828",NA,NA,"0","0","0","0","0","0","0","0","Unspecified",NA,"4404456","Station Wagon/Sport Utility Vehicle",NA,"EAST 149 STREET                 ","WALTON AVENUE",NA,NA,NA,NA,NA,NA
"4430",2021-03-27,"13:28","BRONX","10459","40.8221170","-73.8968900","40.822117","-73.89689",NA,NA,"1","0","0","0","1","0","0","0","Pedestrian/Bicyclist/Other Pedestrian Error/Confusion","Unspecified","4403679","Sedan","Bike","WESTCHESTER AVENUE              ","INTERVALE AVENUE",NA,NA,NA,NA,NA,NA
"4431",2021-03-27,"13:30","QUEENS","11373","40.7423930","-73.8782500","40.742393","-73.87825",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402524","Sedan",NA,"WHITNEY AVENUE                  ","KETCHAM STREET",NA,NA,NA,NA,NA,NA
"4432",2021-03-27,"13:30",NA,NA,"40.5884800","-73.9918750","40.58848","-73.991875",NA,NA,"0","0","0","0","0","0","0","0","Driver Inattention/Distraction","Unspecified","4402316","Tractor Truck Diesel",NA,"SHORE PARKWAY                   ",NA,NA,NA,NA,NA,NA,NA
